Microsoft (R) COFF/PE Dumper Version 14.14.26433.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file win10-wow64-user32.dll
              69E9B4D8 Import Address Table
              69E9C754 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   2D Sleep

    api-ms-win-core-processenvironment-l1-1-0.dll
              69E9B398 Import Address Table
              69E9C614 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    7 GetCurrentDirectoryW
                   12 SetCurrentDirectoryW
                   10 SearchPathW
                    1 ExpandEnvironmentStringsW

    api-ms-win-core-file-l1-1-0.dll
              69E9B268 Import Address Table
              69E9C4E4 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   2C GetFileSize
                    6 CreateFileW
                   47 ReadFile
                   35 GetLogicalDrives
                    C FindClose
                   1A FindNextFileW
                   55 SetFileTime
                   14 FindFirstFileW

    api-ms-win-core-memory-l1-1-0.dll
              69E9B368 Import Address Table
              69E9C5E4 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   33 VirtualQueryEx
                    4 CreateFileMappingW
                   22 UnmapViewOfFile
                    F MapViewOfFile
                   17 OpenFileMappingW
                   12 MapViewOfFileEx

    api-ms-win-core-profile-l1-1-0.dll
              69E9B3E8 Import Address Table
              69E9C664 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    1 QueryPerformanceFrequency
                    0 QueryPerformanceCounter

    api-ms-win-core-heap-l1-1-0.dll
              69E9B294 Import Address Table
              69E9C510 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    0 GetProcessHeap
                    2 HeapAlloc
                    6 HeapFree

    api-ms-win-core-processthreads-l1-1-1.dll
              69E9B3E0 Import Address Table
              69E9C65C Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   1B GetProcessMitigationPolicy

    api-ms-win-core-memory-l1-1-3.dll
              69E9B384 Import Address Table
              69E9C600 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   1F SetProcessValidCallTargets

    api-ms-win-eventing-provider-l1-1-0.dll
              69E9B4F8 Import Address Table
              69E9C774 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    3 EventRegister
                    4 EventSetInformation
                    5 EventUnregister

    api-ms-win-core-privateprofile-l1-1-0.dll
              69E9B38C Import Address Table
              69E9C608 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    F WritePrivateProfileStringW
                    5 GetPrivateProfileStringW

    api-ms-win-core-atoms-l1-1-0.dll
              69E9B20C Import Address Table
              69E9C488 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    C GlobalFindAtomA
                    E GlobalGetAtomNameA
                    D GlobalFindAtomW
                    7 GlobalAddAtomA
                    2 DeleteAtom
                    B GlobalDeleteAtom
                    5 GetAtomNameA
                    0 AddAtomA
                    F GlobalGetAtomNameW
                    A GlobalAddAtomW
                    1 AddAtomW
                    6 GetAtomNameW

    api-ms-win-core-heap-obsolete-l1-1-0.dll
              69E9B2C4 Import Address Table
              69E9C540 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    1 GlobalFlags
                    6 GlobalSize
                    D LocalSize
                    5 GlobalReAlloc
                    4 GlobalLock
                    7 GlobalUnlock
                    3 GlobalHandle

    api-ms-win-core-string-obsolete-l1-1-0.dll
              69E9B46C Import Address Table
              69E9C6E8 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    A lstrlenA
                    B lstrlenW
                    5 lstrcmpiW

    api-ms-win-core-localization-obsolete-l1-2-0.dll
              69E9B360 Import Address Table
              69E9C5DC Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    5 GetStringTypeA

    api-ms-win-core-stringansi-l1-1-0.dll
              69E9B47C Import Address Table
              69E9C6F8 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    1 CharLowerBuffA
                    7 CharUpperBuffA
                    A IsCharLowerA
                    B IsCharUpperA
                    8 IsCharAlphaA
                    9 IsCharAlphaNumericA
                    5 CharPrevExA
                    4 CharPrevA
                    3 CharNextExA
                    6 CharUpperA
                    2 CharNextA
                    0 CharLowerA

    api-ms-win-core-sidebyside-l1-1-0.dll
              69E9B41C Import Address Table
              69E9C698 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    7 QueryActCtxSettingsW

    api-ms-win-core-kernel32-private-l1-1-0.dll
              69E9B2F0 Import Address Table
              69E9C56C Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    9 RegisterWaitForInputIdle

    KERNELBASE.dll
              69E9B1F0 Import Address Table
              69E9C46C Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                  15B WTSGetServiceSessionId
                   DA LoadStringBaseExW

    api-ms-win-core-kernel32-legacy-l1-1-0.dll
              69E9B2E4 Import Address Table
              69E9C560 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   1B FindResourceExA
                   45 MulDiv

    api-ms-win-core-appinit-l1-1-0.dll
              69E9B204 Import Address Table
              69E9C480 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    0 LoadAppInitDlls

    GDI32.dll
              69E9B000 Import Address Table
              69E9C27C Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                  365 SetDIBits
                  35B SetBkMode
                  353 SelectObject
                  2D4 IntersectClipRect
                  381 SetTextAlign
                  2B7 GetTextAlign
                  2B0 GetStockObject
                  35A SetBkColor
                  383 SetTextColor
                  29F GetObjectW
                  246 GetBkColor
                  28F GetLayout
                  20D GdiGetBitmapBitsSize
                  26B GetDIBColorTable
                  26D GetDeviceCaps
                  391 StretchDIBits
                  292 GetMapMode
                  289 GetHFONT
                  1C7 ExtSelectClipRgn
                  261 GetClipRgn
                  36A SetGraphicsMode
                  269 GetDCOrgEx
                  23D GdiTrackHDelete
                  209 GdiFixUpHandle
                  22B GdiPrinterThunk
                  224 GdiLoadType1Fonts
                  1DA GdiAddFontResourceW
                  22C GdiProcessSetup
                  1F5 GdiDllInitialize
                  2AF GetRgnBox
                  1C4 ExtCreateRegion
                  2AD GetRegionData
                  17F EnableEUDC
                  395 TextOutA
                  230 GdiReleaseDC
                  1E6 GdiConvertBitmapV5
                  1EE GdiConvertToDevmodeW
                  260 GetClipBox
                  2E9 MirrorRgn
                  2EF OffsetRgn
                   54 CreateRectRgnIndirect
                  37D SetRectRgn
                   22 CombineRgn
                   53 CreateRectRgn
                  248 GetBoundsRect
                  36E SetLayout
                  2FB PlayEnhMetaFile
                  1C2 ExcludeClipRect
                  390 StretchBlt
                  17E Ellipse
                   3B CreateEllipticRgn
                  311 Rectangle
                   4F CreatePen
                   59 CreateSolidBrush
                   2D CreateBrushIndirect
                  303 PolyPatBlt
                  386 SetViewportOrgEx
                  2CC GetViewportOrgEx
                  265 GetCurrentObject
                  2B8 GetTextCharacterExtra
                  382 SetTextCharacterExtra
                  36F SetLayoutWidth
                  1E4 GdiConvertAndCheckDC
                  35C SetBoundsRect
                   26 CopyEnhMetaFileW
                   28 CopyMetaFileW
                  377 SetPaletteEntries
                   4D CreatePalette
                  2A2 GetPaletteEntries
                  173 DeleteEnhMetaFile
                  174 DeleteMetaFile
                  2A6 GetPixel
                  2BA GetTextCharsetInfo
                  30D QueryFontAssocStatus
                  1C8 ExtTextOutA
                  25C GetCharWidthInfo
                  258 GetCharWidthA
                  2C2 GetTextExtentPointA
                  2C7 GetTextFaceW
                  255 GetCharABCWidthsW
                  250 GetCharABCWidthsA
                  35E SetBrushOrgEx
                  268 GetDCDpiScaleValue
                  2C6 GetTextFaceAliasW
                  1B9 EnumFontsW
                   43 CreateFontIndirectW
                  397 TranslateCharsetInfo
                  1EF GdiCreateLocalEnhMetaFile
                  1F0 GdiCreateLocalMetaFilePict
                  1E9 GdiConvertEnhMetaFile
                  1EB GdiConvertMetaFilePict
                  2BB GetTextColor
                  2C9 GetTextMetricsW
                  396 TextOutW
                  2CE GetWindowExtEx
                  2CB GetViewportExtEx
                  247 GetBkMode
                  20E GdiGetCharDimensions
                  2B9 GetTextCharset
                  20F GdiGetCodePage
                  2C4 GetTextExtentPointW
                  1C9 ExtTextOutW
                  31B RestoreDC
                  2F1 OffsetWindowOrgEx
                  322 SaveDC
                  29E GetObjectType
                  26C GetDIBits
                  23F GdiValidateHandle
                  30E RealizePalette
                  354 SelectPalette
                  37F SetStretchBltMode
                   37 CreateDIBSection
                  2F8 PatBlt
                  358 SetBitmapBits
                   30 CreateCompatibleBitmap
                   38 CreateDIBitmap
                   34 CreateDCW
                  23C GdiTrackHCreate
                  172 DeleteDC
                   13 BitBlt
                   31 CreateCompatibleDC
                  175 DeleteObject
                   29 CreateBitmap

    api-ms-win-core-delayload-l1-1-1.dll
              69E9B248 Import Address Table
              69E9C4C4 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    2 ResolveDelayLoadsFromDll
                    1 ResolveDelayLoadedAPI

    api-ms-win-core-delayload-l1-1-0.dll
              69E9B240 Import Address Table
              69E9C4BC Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    0 DelayLoadFailureHook

    api-ms-win-core-apiquery-l1-1-0.dll
              69E9B1FC Import Address Table
              69E9C478 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    0 ApiSetQueryApiSetPresence

  Summary

        2000 .data
        1000 .didat
        9000 .idata
        6000 .reloc
       E2000 .rsrc
       98000 .text
